dataset;measure;classification-measure;test-type;value
Patel's Vehicle_urban;DTWaClassifierTest;f-measure;holdout;0.673076923076923
Patel's Vehicle_urban;DTWaClassifierTest;specificity;holdout;0.6666666666666666
Patel's Vehicle_urban;DTWaClassifierTest;fall-out;holdout;0.33333333333333337
Patel's Vehicle_urban;DTWaClassifierTest;false-discovery-rate;holdout;0.4444444444444444
Patel's Vehicle_urban;DTWaClassifierTest;precision;cross-validation;0.5723809523809524
Patel's Vehicle_urban;DTWaClassifierTest;recall;cross-validation;0.23847413361479855
Patel's Vehicle_urban;DTWaClassifierTest;f-measure;cross-validation;0.32312550054485534
Patel's Vehicle_urban;DTWaClassifierTest;specificity;cross-validation;0.9271617741672188
Patel's Vehicle_urban;DTWaClassifierTest;fall-out;cross-validation;0.07283822583278121
Patel's Vehicle_urban;DTWaClassifierTest;false-discovery-rate;cross-validation;0.4276190476190476
New York bus(lines=2);MSMMoveDistanceClassifierTest;accuracy;holdout;0.991304347826087
New York bus(lines=2);MSMMoveDistanceClassifierTest;accuracy;cross-validation;0.9886507450500102
New York bus(lines=2);MSMMoveDistanceClassifierTest;precision;holdout;1.0
New York bus(lines=2);MSMMoveDistanceClassifierTest;recall;holdout;0.984375
New York bus(lines=2);MSMMoveDistanceClassifierTest;f-measure;holdout;0.9921259842519685
New York bus(lines=2);MSMMoveDistanceClassifierTest;specificity;holdout;1.0
New York bus(lines=2);MSMMoveDistanceClassifierTest;fall-out;holdout;0.0
New York bus(lines=2);MSMMoveDistanceClassifierTest;false-discovery-rate;holdout;0.0
New York bus(lines=2);MSMMoveDistanceClassifierTest;precision;cross-validation;0.9894736842105264
New York bus(lines=2);MSMMoveDistanceClassifierTest;recall;cross-validation;0.9843644155664617
New York bus(lines=2);MSMMoveDistanceClassifierTest;f-measure;cross-validation;0.9868171231753321
New York bus(lines=2);MSMMoveDistanceClassifierTest;specificity;cross-validation;0.9882352941176471
New York bus(lines=2);MSMMoveDistanceClassifierTest;fall-out;cross-validation;0.011764705882352944
New York bus(lines=2);MSMMoveDistanceClassifierTest;false-discovery-rate;cross-validation;0.010526315789473684
New York bus(lines=2);MSMMoveAngleClassifierTest;accuracy;holdout;1.0
New York bus(lines=2);MSMMoveAngleClassifierTest;accuracy;cross-validation;0.9942845478669117
New York bus(lines=2);MSMMoveAngleClassifierTest;precision;holdout;1.0
New York bus(lines=2);MSMMoveAngleClassifierTest;recall;holdout;1.0
New York bus(lines=2);MSMMoveAngleClassifierTest;f-measure;holdout;1.0
New York bus(lines=2);MSMMoveAngleClassifierTest;specificity;holdout;1.0
New York bus(lines=2);MSMMoveAngleClassifierTest;fall-out;holdout;0.0
New York bus(lines=2);MSMMoveAngleClassifierTest;false-discovery-rate;holdout;0.0
New York bus(lines=2);MSMMoveAngleClassifierTest;precision;cross-validation;0.9945945945945945
New York bus(lines=2);MSMMoveAngleClassifierTest;recall;cross-validation;0.9945945945945945
New York bus(lines=2);MSMMoveAngleClassifierTest;f-measure;cross-validation;0.9945945945945945
New York bus(lines=2);MSMMoveAngleClassifierTest;specificity;cross-validation;0.9941176470588236
New York bus(lines=2);MSMMoveAngleClassifierTest;fall-out;cross-validation;0.005882352941176472
New York bus(lines=2);MSMMoveAngleClassifierTest;false-discovery-rate;cross-validation;0.005405405405405406
New York bus(lines=2);MSMClassifierTest;accuracy;holdout;0.5565217391304348
New York bus(lines=2);MSMClassifierTest;accuracy;cross-validation;0.45793018983466016
New York bus(lines=2);MSMClassifierTest;precision;holdout;0.5565217391304348
New York bus(lines=2);MSMClassifierTest;recall;holdout;1.0
New York bus(lines=2);MSMClassifierTest;f-measure;holdout;0.7150837988826816
New York bus(lines=2);MSMClassifierTest;specificity;holdout;0.0
New York bus(lines=2);MSMClassifierTest;fall-out;holdout;1.0
New York bus(lines=2);MSMClassifierTest;false-discovery-rate;holdout;0.4434782608695652
New York bus(lines=2);MSMClassifierTest;precision;cross-validation;0.8985507246376813
New York bus(lines=2);MSMClassifierTest;recall;cross-validation;0.2
New York bus(lines=2);MSMClassifierTest;f-measure;cross-validation;0.13203883495145632
New York bus(lines=2);MSMClassifierTest;specificity;cross-validation;0.8
New York bus(lines=2);MSMClassifierTest;fall-out;cross-validation;0.2
New York bus(lines=2);MSMClassifierTest;false-discovery-rate;cross-validation;0.10144927536231885
New York bus(lines=2);DTWClassifierTest;accuracy;holdout;0.5478260869565217
New York bus(lines=2);DTWClassifierTest;accuracy;cross-validation;0.4897325984894877
New York bus(lines=2);DTWClassifierTest;precision;holdout;0.5535714285714286
New York bus(lines=2);DTWClassifierTest;recall;holdout;0.96875
New York bus(lines=2);DTWClassifierTest;f-measure;holdout;0.7045454545454546
New York bus(lines=2);DTWClassifierTest;specificity;holdout;0.0196078431372549
New York bus(lines=2);DTWClassifierTest;fall-out;holdout;0.9803921568627451
New York bus(lines=2);DTWClassifierTest;false-discovery-rate;holdout;0.44642857142857145
New York bus(lines=2);DTWClassifierTest;precision;cross-validation;0.7395877754086709
New York bus(lines=2);DTWClassifierTest;recall;cross-validation;0.27521726011428527
New York bus(lines=2);DTWClassifierTest;f-measure;cross-validation;0.2647857252660286
New York bus(lines=2);DTWClassifierTest;specificity;cross-validation;0.787983494473058
New York bus(lines=2);DTWClassifierTest;fall-out;cross-validation;0.21201650552694193
New York bus(lines=2);DTWClassifierTest;false-discovery-rate;cross-validation;0.26041222459132907
New York bus(lines=2);EDRClassifierTest;accuracy;holdout;0.6
New York bus(lines=2);EDRClassifierTest;accuracy;cross-validation;0.6571953459889774
New York bus(lines=2);EDRClassifierTest;precision;holdout;0.640625
New York bus(lines=2);EDRClassifierTest;recall;holdout;0.640625
New York bus(lines=2);EDRClassifierTest;f-measure;holdout;0.640625
New York bus(lines=2);EDRClassifierTest;specificity;holdout;0.5490196078431373
New York bus(lines=2);EDRClassifierTest;fall-out;holdout;0.4509803921568627
New York bus(lines=2);EDRClassifierTest;false-discovery-rate;holdout;0.359375
New York bus(lines=2);EDRClassifierTest;precision;cross-validation;0.6494690728680508
New York bus(lines=2);EDRClassifierTest;recall;cross-validation;0.7785268877340488
New York bus(lines=2);EDRClassifierTest;f-measure;cross-validation;0.7017059570362093
New York bus(lines=2);EDRClassifierTest;specificity;cross-validation;0.5027883654630623
New York bus(lines=2);EDRClassifierTest;fall-out;cross-validation;0.49721163453693773
New York bus(lines=2);EDRClassifierTest;false-discovery-rate;cross-validation;0.35053092713194917
New York bus(lines=2);ERPClassifierTest;accuracy;holdout;0.45217391304347826
New York bus(lines=2);ERPClassifierTest;accuracy;cross-validation;0.5477036129822412
New York bus(lines=2);ERPClassifierTest;precision;holdout;0.6666666666666666
New York bus(lines=2);ERPClassifierTest;recall;holdout;0.03125
New York bus(lines=2);ERPClassifierTest;f-measure;holdout;0.05970149253731343
New York bus(lines=2);ERPClassifierTest;specificity;holdout;0.9803921568627451
New York bus(lines=2);ERPClassifierTest;fall-out;holdout;0.019607843137254943
New York bus(lines=2);ERPClassifierTest;false-discovery-rate;holdout;0.3333333333333333
New York bus(lines=2);ERPClassifierTest;precision;cross-validation;0.5433268440406662
New York bus(lines=2);ERPClassifierTest;recall;cross-validation;0.9741727998020904
New York bus(lines=2);ERPClassifierTest;f-measure;cross-validation;0.6950524820712981
New York bus(lines=2);ERPClassifierTest;specificity;cross-validation;0.032140729129426435
New York bus(lines=2);ERPClassifierTest;fall-out;cross-validation;0.9678592708705736
New York bus(lines=2);ERPClassifierTest;false-discovery-rate;cross-validation;0.4566731559593338
New York bus(lines=2);LCSSClassifierTest;accuracy;holdout;1.0
New York bus(lines=2);LCSSClassifierTest;accuracy;cross-validation;1.0
New York bus(lines=2);LCSSClassifierTest;precision;holdout;1.0
New York bus(lines=2);LCSSClassifierTest;recall;holdout;1.0
New York bus(lines=2);LCSSClassifierTest;f-measure;holdout;1.0
New York bus(lines=2);LCSSClassifierTest;specificity;holdout;1.0
New York bus(lines=2);LCSSClassifierTest;fall-out;holdout;0.0
New York bus(lines=2);LCSSClassifierTest;false-discovery-rate;holdout;0.0
New York bus(lines=2);LCSSClassifierTest;precision;cross-validation;0.9947368421052631
New York bus(lines=2);LCSSClassifierTest;recall;cross-validation;1.0
New York bus(lines=2);LCSSClassifierTest;f-measure;cross-validation;0.9973333333333333
New York bus(lines=2);LCSSClassifierTest;specificity;cross-validation;0.9941176470588236
New York bus(lines=2);LCSSClassifierTest;fall-out;cross-validation;0.005882352941176472
New York bus(lines=2);LCSSClassifierTest;false-discovery-rate;cross-validation;0.005263157894736842
New York bus(lines=2);MSTPClassifierTest;accuracy;holdout;0.5565217391304348
New York bus(lines=2);MSTPClassifierTest;accuracy;cross-validation;0.45793018983466016
New York bus(lines=2);MSTPClassifierTest;precision;holdout;0.5565217391304348
New York bus(lines=2);MSTPClassifierTest;recall;holdout;1.0
New York bus(lines=2);MSTPClassifierTest;f-measure;holdout;0.7150837988826816
New York bus(lines=2);MSTPClassifierTest;specificity;holdout;0.0
New York bus(lines=2);MSTPClassifierTest;fall-out;holdout;1.0
New York bus(lines=2);MSTPClassifierTest;false-discovery-rate;holdout;0.4434782608695652
New York bus(lines=2);MSTPClassifierTest;precision;cross-validation;0.8985507246376813
New York bus(lines=2);MSTPClassifierTest;recall;cross-validation;0.2
New York bus(lines=2);MSTPClassifierTest;f-measure;cross-validation;0.13203883495145632
New York bus(lines=2);MSTPClassifierTest;specificity;cross-validation;0.8
New York bus(lines=2);MSTPClassifierTest;fall-out;cross-validation;0.2
New York bus(lines=2);MSTPClassifierTest;false-discovery-rate;cross-validation;0.10144927536231885
New York bus(lines=2);HCSSClassifierTest;accuracy;holdout;0.9739130434782609
New York bus(lines=2);HCSSClassifierTest;accuracy;cross-validation;0.743498673198612
New York bus(lines=2);HCSSClassifierTest;precision;holdout;0.9692307692307692
New York bus(lines=2);HCSSClassifierTest;recall;holdout;0.984375
New York bus(lines=2);HCSSClassifierTest;f-measure;holdout;0.9767441860465116
New York bus(lines=2);HCSSClassifierTest;specificity;holdout;0.9607843137254902
New York bus(lines=2);HCSSClassifierTest;fall-out;holdout;0.039215686274509776
New York bus(lines=2);HCSSClassifierTest;false-discovery-rate;holdout;0.03076923076923077
New York bus(lines=2);HCSSClassifierTest;precision;cross-validation;0.7227772332536115
New York bus(lines=2);HCSSClassifierTest;recall;cross-validation;0.92785361261603
New York bus(lines=2);HCSSClassifierTest;f-measure;cross-validation;0.8032142857142857
New York bus(lines=2);HCSSClassifierTest;specificity;cross-validation;0.5075672157596091
New York bus(lines=2);HCSSClassifierTest;fall-out;cross-validation;0.49243278424039094
New York bus(lines=2);HCSSClassifierTest;false-discovery-rate;cross-validation;0.2772227667463885
New York bus(lines=2);CVTIClassifierTest;accuracy;holdout;0.5565217391304348
New York bus(lines=2);CVTIClassifierTest;accuracy;cross-validation;0.45793018983466016
New York bus(lines=2);CVTIClassifierTest;precision;holdout;0.5565217391304348
New York bus(lines=2);CVTIClassifierTest;recall;holdout;1.0
New York bus(lines=2);CVTIClassifierTest;f-measure;holdout;0.7150837988826816
New York bus(lines=2);CVTIClassifierTest;specificity;holdout;0.0
New York bus(lines=2);CVTIClassifierTest;fall-out;holdout;1.0
New York bus(lines=2);CVTIClassifierTest;false-discovery-rate;holdout;0.4434782608695652
New York bus(lines=2);CVTIClassifierTest;precision;cross-validation;0.8985507246376813
New York bus(lines=2);CVTIClassifierTest;recall;cross-validation;0.2
New York bus(lines=2);CVTIClassifierTest;f-measure;cross-validation;0.13203883495145632
New York bus(lines=2);CVTIClassifierTest;specificity;cross-validation;0.8
New York bus(lines=2);CVTIClassifierTest;fall-out;cross-validation;0.2
New York bus(lines=2);CVTIClassifierTest;false-discovery-rate;cross-validation;0.10144927536231885
New York bus(lines=2);wDFClassifierTest;accuracy;holdout;1.0
New York bus(lines=2);wDFClassifierTest;accuracy;cross-validation;0.9914676464584609
New York bus(lines=2);wDFClassifierTest;precision;holdout;1.0
New York bus(lines=2);wDFClassifierTest;recall;holdout;1.0
New York bus(lines=2);wDFClassifierTest;f-measure;holdout;1.0
New York bus(lines=2);wDFClassifierTest;specificity;holdout;1.0
New York bus(lines=2);wDFClassifierTest;fall-out;holdout;0.0
New York bus(lines=2);wDFClassifierTest;false-discovery-rate;holdout;0.0
New York bus(lines=2);wDFClassifierTest;precision;cross-validation;1.0
New York bus(lines=2);wDFClassifierTest;recall;cross-validation;0.9832708306392517
New York bus(lines=2);wDFClassifierTest;f-measure;cross-validation;0.9915166842290131
New York bus(lines=2);wDFClassifierTest;specificity;cross-validation;1.0
New York bus(lines=2);wDFClassifierTest;fall-out;cross-validation;0.0
New York bus(lines=2);wDFClassifierTest;false-discovery-rate;cross-validation;0.0
New York bus(lines=2);SWALEClassifierTest;accuracy;holdout;0.6695652173913044
New York bus(lines=2);SWALEClassifierTest;accuracy;cross-validation;0.6282098387426005
New York bus(lines=2);SWALEClassifierTest;precision;holdout;0.6756756756756757
New York bus(lines=2);SWALEClassifierTest;recall;holdout;0.78125
New York bus(lines=2);SWALEClassifierTest;f-measure;holdout;0.7246376811594203
New York bus(lines=2);SWALEClassifierTest;specificity;holdout;0.5294117647058824
New York bus(lines=2);SWALEClassifierTest;fall-out;holdout;0.47058823529411764
New York bus(lines=2);SWALEClassifierTest;false-discovery-rate;holdout;0.32432432432432434
New York bus(lines=2);SWALEClassifierTest;precision;cross-validation;0.6365207046758486
New York bus(lines=2);SWALEClassifierTest;recall;cross-validation;0.6655594997094527
New York bus(lines=2);SWALEClassifierTest;f-measure;cross-validation;0.6463611968838765
New York bus(lines=2);SWALEClassifierTest;specificity;cross-validation;0.5146491004068762
New York bus(lines=2);SWALEClassifierTest;fall-out;cross-validation;0.4853508995931238
New York bus(lines=2);SWALEClassifierTest;false-discovery-rate;cross-validation;0.36347929532415135
New York bus(lines=2);LiuSchneiderClassifierTest;accuracy;holdout;0.5565217391304348
New York bus(lines=2);LiuSchneiderClassifierTest;accuracy;cross-validation;0.5187997550520513
New York bus(lines=2);LiuSchneiderClassifierTest;precision;holdout;0.5565217391304348
New York bus(lines=2);LiuSchneiderClassifierTest;recall;holdout;1.0
New York bus(lines=2);LiuSchneiderClassifierTest;f-measure;holdout;0.7150837988826816
New York bus(lines=2);LiuSchneiderClassifierTest;specificity;holdout;0.0
New York bus(lines=2);LiuSchneiderClassifierTest;fall-out;holdout;1.0
New York bus(lines=2);LiuSchneiderClassifierTest;false-discovery-rate;holdout;0.4434782608695652
New York bus(lines=2);LiuSchneiderClassifierTest;precision;cross-validation;0.896875
New York bus(lines=2);LiuSchneiderClassifierTest;recall;cross-validation;0.19376114081996437
New York bus(lines=2);LiuSchneiderClassifierTest;f-measure;cross-validation;0.1392636229749632
New York bus(lines=2);LiuSchneiderClassifierTest;specificity;cross-validation;0.8166666666666668
New York bus(lines=2);LiuSchneiderClassifierTest;fall-out;cross-validation;0.18333333333333332
New York bus(lines=2);LiuSchneiderClassifierTest;false-discovery-rate;cross-validation;0.103125
New York bus(lines=2);MSMMoveEllipsesClassifierTest;accuracy;holdout;0.991304347826087
New York bus(lines=2);MSMMoveEllipsesClassifierTest;accuracy;cross-validation;0.9914676464584609
New York bus(lines=2);MSMMoveEllipsesClassifierTest;precision;holdout;1.0
New York bus(lines=2);MSMMoveEllipsesClassifierTest;recall;holdout;0.984375
New York bus(lines=2);MSMMoveEllipsesClassifierTest;f-measure;holdout;0.9921259842519685
New York bus(lines=2);MSMMoveEllipsesClassifierTest;specificity;holdout;1.0
New York bus(lines=2);MSMMoveEllipsesClassifierTest;fall-out;holdout;0.0
New York bus(lines=2);MSMMoveEllipsesClassifierTest;false-discovery-rate;holdout;0.0
New York bus(lines=2);MSMMoveEllipsesClassifierTest;precision;cross-validation;0.9947368421052631
New York bus(lines=2);MSMMoveEllipsesClassifierTest;recall;cross-validation;0.9882352941176471
New York bus(lines=2);MSMMoveEllipsesClassifierTest;f-measure;cross-validation;0.9912727272727272
New York bus(lines=2);MSMMoveEllipsesClassifierTest;specificity;cross-validation;0.9941176470588236
New York bus(lines=2);MSMMoveEllipsesClassifierTest;fall-out;cross-validation;0.005882352941176472
New York bus(lines=2);MSMMoveEllipsesClassifierTest;false-discovery-rate;cross-validation;0.005263157894736842
New York bus(lines=2);MSMMovePointsClassifierTest;accuracy;holdout;1.0
New York bus(lines=2);MSMMovePointsClassifierTest;accuracy;cross-validation;0.9914676464584609
New York bus(lines=2);MSMMovePointsClassifierTest;precision;holdout;1.0
New York bus(lines=2);MSMMovePointsClassifierTest;recall;holdout;1.0
New York bus(lines=2);MSMMovePointsClassifierTest;f-measure;holdout;1.0
New York bus(lines=2);MSMMovePointsClassifierTest;specificity;holdout;1.0
New York bus(lines=2);MSMMovePointsClassifierTest;fall-out;holdout;0.0
New York bus(lines=2);MSMMovePointsClassifierTest;false-discovery-rate;holdout;0.0
New York bus(lines=2);MSMMovePointsClassifierTest;precision;cross-validation;0.9947368421052631
New York bus(lines=2);MSMMovePointsClassifierTest;recall;cross-validation;0.9941176470588236
New York bus(lines=2);MSMMovePointsClassifierTest;f-measure;cross-validation;0.9943482587064676
New York bus(lines=2);MSMMovePointsClassifierTest;specificity;cross-validation;0.9941176470588236
New York bus(lines=2);MSMMovePointsClassifierTest;fall-out;cross-validation;0.005882352941176472
New York bus(lines=2);MSMMovePointsClassifierTest;false-discovery-rate;cross-validation;0.005263157894736842
New York bus(lines=2);DTWaClassifierTest;accuracy;holdout;0.5652173913043478
New York bus(lines=2);DTWaClassifierTest;accuracy;cross-validation;0.4953664013063891
New York bus(lines=2);DTWaClassifierTest;precision;holdout;0.5614035087719298
New York bus(lines=2);DTWaClassifierTest;recall;holdout;1.0
New York bus(lines=2);DTWaClassifierTest;f-measure;holdout;0.7191011235955056
New York bus(lines=2);DTWaClassifierTest;specificity;holdout;0.0196078431372549
New York bus(lines=2);DTWaClassifierTest;fall-out;holdout;0.9803921568627451
New York bus(lines=2);DTWaClassifierTest;false-discovery-rate;holdout;0.43859649122807015
New York bus(lines=2);DTWaClassifierTest;precision;cross-validation;0.8729211087420042
New York bus(lines=2);DTWaClassifierTest;recall;cross-validation;0.2656062761325919
New York bus(lines=2);DTWaClassifierTest;f-measure;cross-validation;0.25015130084437015
New York bus(lines=2);DTWaClassifierTest;specificity;cross-validation;0.8055462184873949
New York bus(lines=2);DTWaClassifierTest;fall-out;cross-validation;0.19445378151260503
New York bus(lines=2);DTWaClassifierTest;false-discovery-rate;cross-validation;0.12707889125799574
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;accuracy;holdout;0.9871794871794872
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;accuracy;cross-validation;0.9916630481980026
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;precision;holdout;1.0
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;recall;holdout;0.9859154929577465
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;f-measure;holdout;0.9929078014184397
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;specificity;holdout;1.0
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;fall-out;holdout;0.0
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;false-discovery-rate;holdout;0.0
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;precision;cross-validation;0.9909043927648579
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;recall;cross-validation;0.9953488372093023
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;f-measure;cross-validation;0.9931016461980663
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;specificity;cross-validation;0.9099999999999999
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;fall-out;cross-validation;0.09
Dublin bus(lines=2);MSMMoveDistanceClassifierTest;false-discovery-rate;cross-validation;0.00909560723514212
Dublin bus(lines=2);MSMMoveAngleClassifierTest;accuracy;holdout;1.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;accuracy;cross-validation;1.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;precision;holdout;1.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;f-measure;holdout;1.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;specificity;holdout;1.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;fall-out;holdout;0.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;false-discovery-rate;holdout;0.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;precision;cross-validation;1.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;recall;cross-validation;0.9955555555555555
Dublin bus(lines=2);MSMMoveAngleClassifierTest;f-measure;cross-validation;0.997752808988764
Dublin bus(lines=2);MSMMoveAngleClassifierTest;specificity;cross-validation;1.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;fall-out;cross-validation;0.0
Dublin bus(lines=2);MSMMoveAngleClassifierTest;false-discovery-rate;cross-validation;0.0
Dublin bus(lines=2);MSMClassifierTest;accuracy;holdout;0.9102564102564102
Dublin bus(lines=2);MSMClassifierTest;accuracy;cross-validation;0.9028224055579679
Dublin bus(lines=2);MSMClassifierTest;precision;holdout;0.9102564102564102
Dublin bus(lines=2);MSMClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);MSMClassifierTest;f-measure;holdout;0.953020134228188
Dublin bus(lines=2);MSMClassifierTest;specificity;holdout;0.0
Dublin bus(lines=2);MSMClassifierTest;fall-out;holdout;1.0
Dublin bus(lines=2);MSMClassifierTest;false-discovery-rate;holdout;0.08974358974358974
Dublin bus(lines=2);MSMClassifierTest;precision;cross-validation;0.9029960920538429
Dublin bus(lines=2);MSMClassifierTest;recall;cross-validation;1.0
Dublin bus(lines=2);MSMClassifierTest;f-measure;cross-validation;0.9487378695793843
Dublin bus(lines=2);MSMClassifierTest;specificity;cross-validation;0.0
Dublin bus(lines=2);MSMClassifierTest;fall-out;cross-validation;1.0
Dublin bus(lines=2);MSMClassifierTest;false-discovery-rate;cross-validation;0.09700390794615718
Dublin bus(lines=2);DTWClassifierTest;accuracy;holdout;0.9358974358974359
Dublin bus(lines=2);DTWClassifierTest;accuracy;cross-validation;0.9111593573599652
Dublin bus(lines=2);DTWClassifierTest;precision;holdout;0.9342105263157895
Dublin bus(lines=2);DTWClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);DTWClassifierTest;f-measure;holdout;0.9659863945578232
Dublin bus(lines=2);DTWClassifierTest;specificity;holdout;0.2857142857142857
Dublin bus(lines=2);DTWClassifierTest;fall-out;holdout;0.7142857142857143
Dublin bus(lines=2);DTWClassifierTest;false-discovery-rate;holdout;0.06578947368421052
Dublin bus(lines=2);DTWClassifierTest;precision;cross-validation;0.904718483137936
Dublin bus(lines=2);DTWClassifierTest;recall;cross-validation;0.9804878048780488
Dublin bus(lines=2);DTWClassifierTest;f-measure;cross-validation;0.9406874862277961
Dublin bus(lines=2);DTWClassifierTest;specificity;cross-validation;0.03333333333333333
Dublin bus(lines=2);DTWClassifierTest;fall-out;cross-validation;0.9666666666666668
Dublin bus(lines=2);DTWClassifierTest;false-discovery-rate;cross-validation;0.09528151686206396
Dublin bus(lines=2);EDRClassifierTest;accuracy;holdout;0.9487179487179487
Dublin bus(lines=2);EDRClassifierTest;accuracy;cross-validation;0.9366912722535823
Dublin bus(lines=2);EDRClassifierTest;precision;holdout;0.958904109589041
Dublin bus(lines=2);EDRClassifierTest;recall;holdout;0.9859154929577465
Dublin bus(lines=2);EDRClassifierTest;f-measure;holdout;0.9722222222222222
Dublin bus(lines=2);EDRClassifierTest;specificity;holdout;0.5714285714285714
Dublin bus(lines=2);EDRClassifierTest;fall-out;holdout;0.4285714285714286
Dublin bus(lines=2);EDRClassifierTest;false-discovery-rate;holdout;0.0410958904109589
Dublin bus(lines=2);EDRClassifierTest;precision;cross-validation;0.9421124286341677
Dublin bus(lines=2);EDRClassifierTest;recall;cross-validation;0.9910101010101011
Dublin bus(lines=2);EDRClassifierTest;f-measure;cross-validation;0.9657584167166238
Dublin bus(lines=2);EDRClassifierTest;specificity;cross-validation;0.3866666666666666
Dublin bus(lines=2);EDRClassifierTest;fall-out;cross-validation;0.6133333333333334
Dublin bus(lines=2);EDRClassifierTest;false-discovery-rate;cross-validation;0.05788757136583224
Dublin bus(lines=2);ERPClassifierTest;accuracy;holdout;0.9102564102564102
Dublin bus(lines=2);ERPClassifierTest;accuracy;cross-validation;0.9028224055579679
Dublin bus(lines=2);ERPClassifierTest;precision;holdout;0.9102564102564102
Dublin bus(lines=2);ERPClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);ERPClassifierTest;f-measure;holdout;0.953020134228188
Dublin bus(lines=2);ERPClassifierTest;specificity;holdout;0.0
Dublin bus(lines=2);ERPClassifierTest;fall-out;holdout;1.0
Dublin bus(lines=2);ERPClassifierTest;false-discovery-rate;holdout;0.08974358974358974
Dublin bus(lines=2);ERPClassifierTest;precision;cross-validation;0.91852800694746
Dublin bus(lines=2);ERPClassifierTest;recall;cross-validation;0.8926829268292682
Dublin bus(lines=2);ERPClassifierTest;f-measure;cross-validation;0.8869643971501742
Dublin bus(lines=2);ERPClassifierTest;specificity;cross-validation;0.16666666666666669
Dublin bus(lines=2);ERPClassifierTest;fall-out;cross-validation;0.8333333333333333
Dublin bus(lines=2);ERPClassifierTest;false-discovery-rate;cross-validation;0.08147199305254016
Dublin bus(lines=2);LCSSClassifierTest;accuracy;holdout;0.9487179487179487
Dublin bus(lines=2);LCSSClassifierTest;accuracy;cross-validation;0.9620495006513243
Dublin bus(lines=2);LCSSClassifierTest;precision;holdout;0.9466666666666667
Dublin bus(lines=2);LCSSClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);LCSSClassifierTest;f-measure;holdout;0.9726027397260273
Dublin bus(lines=2);LCSSClassifierTest;specificity;holdout;0.42857142857142855
Dublin bus(lines=2);LCSSClassifierTest;fall-out;holdout;0.5714285714285714
Dublin bus(lines=2);LCSSClassifierTest;false-discovery-rate;holdout;0.05333333333333334
Dublin bus(lines=2);LCSSClassifierTest;precision;cross-validation;0.9599468852660342
Dublin bus(lines=2);LCSSClassifierTest;recall;cross-validation;1.0
Dublin bus(lines=2);LCSSClassifierTest;f-measure;cross-validation;0.9793926767775103
Dublin bus(lines=2);LCSSClassifierTest;specificity;cross-validation;0.6466666666666667
Dublin bus(lines=2);LCSSClassifierTest;fall-out;cross-validation;0.35333333333333333
Dublin bus(lines=2);LCSSClassifierTest;false-discovery-rate;cross-validation;0.0400531147339658
Dublin bus(lines=2);MSTPClassifierTest;accuracy;holdout;0.9102564102564102
Dublin bus(lines=2);MSTPClassifierTest;accuracy;cross-validation;0.9028224055579679
Dublin bus(lines=2);MSTPClassifierTest;precision;holdout;0.9102564102564102
Dublin bus(lines=2);MSTPClassifierTest;recall;holdout;1.0
Dublin bus(lines=2);MSTPClassifierTest;f-measure;holdout;0.953020134228188
Dublin bus(lines=2);MSTPClassifierTest;specificity;holdout;0.0
Dublin bus(lines=2);MSTPClassifierTest;fall-out;holdout;1.0
Dublin bus(lines=2);MSTPClassifierTest;false-discovery-rate;holdout;0.08974358974358974
Dublin bus(lines=2);MSTPClassifierTest;precision;cross-validation;0.9029960920538429
Dublin bus(lines=2);MSTPClassifierTest;recall;cross-validation;1.0
Dublin bus(lines=2);MSTPClassifierTest;f-measure;cross-validation;0.9487378695793843
Dublin bus(lines=2);MSTPClassifierTest;specificity;cross-validation;0.0
Dublin bus(lines=2);MSTPClassifierTest;fall-out;cross-validation;1.0
Dublin bus(lines=2);MSTPClassifierTest;false-discovery-rate;cross-validation;0.09700390794615718
Dublin bus(lines=2);HCSSClassifierTest;accuracy;holdout;0.9743589743589743
Dublin bus(lines=2);HCSSClassifierTest;accuracy;cross-validation;0.9703864524533218
